words,frequency
lugabaxsasho,1
lugabaxsi,2
lugabaxso,1
lugadduw,1
lugaha,49
lugahaa,1
lugahaad,1
lugahaagan,3
lugahee,3
lugataa,3
lugayn,1
lugays,1
lugbax,1
lugdambeedi,1
lugdambeedin,1
lugdambeedis,1
lugdheer,1
lugduub,2
lugduubid,1
lugee,3
lugeeyee,1
lugeyn,1
lugeys,1
lugeyseen,1
luggeli,1
luggelin,1
luggelis,1
luggo,1
luggoid,1
luggoo,1
luggooyo,16
luggoyn,4
lughel,2
lugihiisa,3
lugiyo,3
luglahaan,1
luglahaansho,1
lugleh,1
lugna,7
lugo,30
lugoay,3
lugoo,7
lugood,40
lugoodle,2
lugoonaayee,1
lugooyaad,3
lugooyaan,1
lugooyada,7
lugooyadaydiyo,1
lugooyadeedii,1
lugooyadiisa,3
lugooyee,9
lugooyiyo,5
lugooyo,9
lugooyuu,3
lugqaad,1
lugta,45
lugtaan,5
lugtee,3
lugtii,1
lugtiisa,3
lugtool,4
lugtu,2
lugudkii,1
luguhu,10
luhay,1
luki,1
lul,1
lulaa,3
lulaan,3
lulaaya,1
lulaayaa,1
lulad,1
lulan,3
lulanayaa,1
lulasho,3
lulata,8
lulataa,3
lulataan,3
lulataay,1
lulatee,3
lulatoo,5
lulay,35
lulayaa,7
lulayaan,5
lulayee,3
lulayo,8
lulaysaa,1
lulaysiyo,1
lulee,7
luley,3
luli,3
lulid,4
lulin,3
lullay,3
lullumada,3
lullume,1
lullumee,1
lullumihii,1
lullumo,1
lulmo,4
lulmoo,2
lulmood,1
lulnaan,1
lulnaansho,1
lulniin,1
lulo,9
luloo,1
lulood,1
luloon,3
lululka,5
lulumaha,3
lulumihii,3
luma,5
lumaan,2
lumaay,3
lumay,68
lumayee,7
lumayey,3
lumayoo,5
lumee,1
lumeenee,1
lumey,7
lumeyee,1
lumeyn,1
lumeys,1
lumi,18
lumid,11
lumidda,3
lumin,40
lumina,1
luminaysay,1
lumineysay,1
luminina,1
luminoo,1
lumis,1
lumisa,5
lumisaa,5
lumisaay,1
lumisay,3
lumisee,9
lumiya,7
lumiyaa,3
lumiyaan,1
lumiyee,17
lumiyey,5
lumiyo,6
lumiyoo,11
lumiyuu,1
lumo,3
lun,2
luncaddee,1
luncaddeyn,1
luncaddeys,1
lunee,3
lungaduudi,1
lungaduudin,1
lungaduudis,1
lungs,1
lunka,1
lunsad,1
lunsan,4
lunsanaan,1
lunsanaansho,1
lunsaney,7
lunsasho,2
lunsheen,1
lunso,1
luntaayoo,1
luntay,8
luntee,5
luntey,7
luqad,2
luqadaha,5
luqadda,6
luqiyoo,1
luqluq,1
luqluqad,1
luqluqasho,1
luqluqo,1
luqmad,1
luqmaha,1
luqmo,1
luqo,1
luqun,11
luqundhejis,1
luqunjablee,1
luqunjebi,1
luqunjebin,1
luqunjebis,1
luqunjibbaar,2
luqunjibbaarid,2
luqunta,40
luquntayda,5
luquntee,1
luqunteeda,4
luqunteyda,1
luquntiisa,4
luquntiyo,11
luquntoo,3
lur,40
lura,1
luraaya,1
luraayoo,1
luran,2
luray,12
lurayee,3
lureeyaaneey,1
lureysaa,1
lurka,17
lurkaagee,1
lurkeyga,1
lurkiisii,5
lurkiisiyo,3
lurkiisiyoo,1
lurku,1
lurnaan,1
lurnaansho,1
luroo,1
lurta,1
lurtan,5
lusha,5
lushaa,3
lushood,1
luubaan,1
luud,1
luudaya,1
luudayaa,3
luudi,1
luudid,5
luudin,3
luudis,1
luudo,3
luuf,5
luufid,1
luufluuf,1
luufluufi,1
luufluufin,4
luufluufis,1
luufluufsan,1
luufluufsanaan,1
luufluufsanaansho,1
luugaddaa,1
luujito,1
luul,34
luula,3
luulaay,1
luule,7
luuleey,1
luuley,5
luuli,1
luuliyo,5
luulka,5
luulkii,1
luuluuftay,3
luulyo,8
luuman,1
luumo,2
luun,3
luunka,3
luuq,10
luuqad,3
luuqayn,7
luuqays,1
luuqda,1
luuqdaba,1
luuqdiyo,1
luuqee,3
luuqeeyo,3
luuqeyn,2
luuqin,1
luuqo,1
luusluus,1
luusluusad,1
luusluusasho,1
luusluuso,1
luxdka,1
luxubtaan,1
luxud,1
luxudka,7
luxudkay,1
luxudkiyo,1
luxus,1
lway,3
lwi,3
lyay,2
lyi,2
lyo,3
lyrical,1
m2,1
ma,5265
ma4,1
maa,108
maaahee,1
maaamuso,1
maaan,3
maaayo,1
maaba,3
maabisee,1
maacuun,2
maacuunta,2
maad,214
maada,1
maadaa,1
maadaama,17
maadad,1
maadan,11
maadasho,3
maaday,14
maadda,1
maaddaada,3
maaddaama,1
maaddad,1
maaddada,7
maaddo,22
maadee,1
maadeyn,1
maadeys,3
maadeysad,1
maadeysasho,3
maadeysi,1
maadeyso,1
maadh,5
maadhii,1
maadhiyo,5
maadhuba,1
maadi,9
maadigaa,1
maadin,3
maadis,1
maadiyaa,1
maadiyo,1
maadlow,1
maado,4
maadooyinka,1
maadsadaa,1
maadsadee,1
maadsahaa,1
maadsanaayaa,1
maadso,1
maafoos,1
maag,8
maagaayaa,1
maagan,11
maagane,1
maaganee,7
maaganoo,1
maagay,3
maagayaa,5
maagayaan,1
maagee,51
maageen,7
maageer,7
maageeran,8
maageerasho,3
maageerid,3
maageerka,3
maageernaan,14
maageernaansho,1
maageero,4
maageersan,1
maageersanaan,1
maageersanaansho,1
maagey,7
maaggan,3
maagganaan,1
maagganaansho,1
maagganyahay,1
maagi,3
maagid,7
maagin,1
maagine,7
maagirida,1
maagista,1
maagiye,3
maagloo,3
maagma,1
mąago,1
maagtayoo,1
maagtee,7
maagto,3
maagtoo,1
maah,22
maaha,127
maahaa,1
maahane,2
maahayn,1
maahe,5
maahee,115
maaheee,1
maaheen,1
mąahi,1
maahin,1
maahine,3
maahinee,9
maahineee,3
maahir,3
maahmaah,9
maahmaahda,1
maahmaahdii,1
maahmaahdu,5
maahmaahduye,3
maahmaahi,3
maahmaahyo,1
maahoo,9
maahsan,9
maahsanaan,3
maahsanaansho,1
maahsani,1
maajeen,1
maajiin,1
maajo,1
maakaal,1
maakhadee,2
maal,90
maala,5
maalaa,11
maalan,2
maalasan,3
maalay,8
maalaya,1
maalayaa,3
maalayey,1
maalayn,15
maalayo,6
maale,3
maalee,9
maalgashi,1
maalgeli,1
maalgelin,2
maalgelis,1
maali,14
maalid,26
maalidda,3
maalihii,1
maalin,169
maalinba,1
maalinbaa,1
maalingaal,2
maalingaalid,1
maalingoosad,1
maalingoosato,1
maalinimo,1
maalinjoog,2
maalinjoogid,1
maalinnimo,1
maalinta,41
maalintaa,3
maalintaad,11
maalintaan,5
maalintay,5
maalintaynu,1
maalintii,34
maalintiiba,1
maalintu,4
maalintuu,1
maalis,2
maaliyad,1
maaliyada,2
maaliyadda,1
maaliyadeed,3
maaliyo,9
maalka,12
maalkaa,1
maalkaaga,3
maalkii,1
maalkoo,1
maalku,1
maalkuna,1
maallay,1
maalmaha,20
maalmahaa,1
maalmahaane,1
maalmahan,13
maalme,1
maalmee,17
maalmeed,3
maalmeedka,1
maalmeedkiisa,3
maalmihii,5
maalmo,26
maalmood,14
maalmuhu,5
maalna,1
maalnaan,1
maalnee,1
maalni,1
maalniin,1
maalno,9
maalo,34
maaloo,19
maalooti,1
maalqabeen,4
maalsii,1
maama,11
maamaa,3
maami,1
maamin,1
maamis,1
maammul,4
maammulan,1
maammulasho,1
maammule,1
maammulid,3
maammulnaan,3
maammulnaansho,1
maammulo,2
maammulxumo,1
maamooy,3
maamul,42
maamula,3
maamulaa,1
maamulaayee,1
maamulaayiyo,1
maamulan,2
maamulasho,4
maamule,1
maamulee,3
maamulid,5
maamulin,3
maamulka,21
maamulkaaga,1
maamulku,1
maamulnaan,1
maamulnaansho,1
maamulo,15
maamus,1
maamuska,1
maamuus,26
maamuusi,3
maamuusid,3
maamuusiyad,3
maamuusjab,3
maamuusjebi,2
maamuusjebid,2
maamuusjebin,1
maamuuso,1
maan,288
maana,1
maanaa,1
maanac,2
maanacan,1
maanacee,3
maanacnaan,1
maanacnaansho,1
maanad,9
maanan,7
maanay,5
maanayaha,3
maandeeq,53
maandeeqe,3
maandha,1
maandhaaf,2
maandhaafid,1
maandhawrayaa,1
maandhay,1
maandhe,1
maandhow,2
maandoori,1
maandoorsan,1
maandoorsanaan,1
maandoorsanaansho,1
maandow,1
maanfoos,1
maangaab,3
maangaaban,1
maangaabi,1
maangaabnaan,1
maangaabnaansho,1
maangaabnimo,2
maangad,1
maangal,15
maangalka,1
maanganiiska,1
maangarad,1
maangarasho,1
maangaro,1
maanicid,1
maanka,58
maankaa,1
maankaad,5
maankaaga,11
maankaal,1
maankay,3
maankayga,21
maankeeda,1
maankeeyga,3
maankey,7
maankeyga,31
maankeygaa,3
maankeygu,5
maankii,15
maankiisu,1
maankiyo,11
maankoodaay,1
maankoow,3
maanku,23
maankuu,1
maanqaad,1
maansabooli,2
maansabooliyid,1
maansada,20
maansadda,1
maansayahan,1
maansee,2
maansha,10
maanshaalaah,3
maansharaxan,1
maanshaye,7
maanshee,5
maansheeya,1
maansheeyee,1
maansheeyeybuu,3
maanso,27
maansoo,1
maanta,288
maantaa,1
maantaad,1
maantaan,25
maantaba,1
maantana,37
maantay,2
maantee,19
maanteey,1
maantey,1
maanteynu,1
maanto,1
maantoo,11
maantood,1
maantoolaysad,1
maantoolaysasho,2
maantoolaysi,1
maantoole,2
maantoolee,1
maantow,1
maanu,5
maanyar,1
maanyaraan,3
maanyaraansho,1
maanyari,1
maanyaro,1
maanyee,2
maanyi,1
maanyo,11
maaqal,1
maaquurree,1
maaquurreyn,1
maaquurreys,1
maar,14
maarad,1
maaran,1
maarantaa,21
maarantaan,3
maarantaayo,1
maararroobid,2
maarasannayn,15
maarasho,1
maarayn,1
maardhood,1
maaree,24
maareey,5
maareysan,1
maareysnaan,1
maareysnaansho,2
maareyso,2
maari,1
maariin,19
maariinka,1
maarin,2
maaris,2
maarmaa,11
maarmaan,6
maarmaanee,1
maarmaanka,3
maarmaar,1
maarmayoo,1
maarmee,11
maarmey,1
maarmeynin,1
maarmi,69
maarmid,1
maarmimeynee,3
maarmin,20
maarminee,3
maarmiyee,5
maarmo,21
maarmoo,1
maaro,9
maarow,1
maarso,3
maaruq,1
maas,1
maase,1
maasha,3
maashaa,5
maashaad,1
maashaaye,1
maashays,1
maashee,3
maasheeyey,1
maashi,1
maashide,1
maashiyo,7
maashoo,2
maasuud,1
maasuudi,1
maatada,1
maatadiisoo,1
maatar,6
maatarka,9
maatarku,1
maatay,14
maati,2
maatidu,1
maatiyeey,1
maato,5
maaweeli,16
maaweelin,5
maaweelis,1
maaweeliyaa,7
maaweeliyaan,1
maaweeliyaayoo,3
maaweeliyo,3
maaweelo,7
maax,11
maaxaa,3
maaxad,1
maaxanayaay,1
maaxanaysoo,1
maaxane,1
maaxasho,2
maaxatee,1
maaxayaa,9
maaxayaan,1
maaxayaanoo,1
maaxda,4
maaxdaan,1
maaxdaay,11
maaxday,1
maaxdumaayee,7
maaxi,1
maaxidda,1
maaxna,1
maaxo,1
maaxsaday,1
maaxsan,1
maaxsanaan,1
maaxsanaansho,1
maaxsanow,1
maay,1
maaya,5
maayaan,18
maayaane,1
maayad,9
maayada,1
maayarro,1
maaye,57
maayee,285
maayliin,1
maaynee,7
maayo,130
maayoo,13
maaysee,1
mab,1
maba,71
mabaad,3
mabaadi,1
mabaan,1
mababa,3
mabay,1
mabda,9
mabdaa,1
mabdaana,1
mabdiii,3
mabey,1
mabid,1
mabiiyee,7
mabsuud,5
mabsuudaay,1
mabsuudeen,1
mabsuudi,1
mabsuudid,1
mabsuudin,1
mabsuudoo,1
mabute,111
mac,32
macaadin,4
macaadinta,3
macaahado,1
macaamil,3
macaamilo,1
macaamiloo,1
macaamilood,1
macaammil,1
macaammilo,4
macaammiloo,2
macaammilood,1
macaan,207
macaana,1
macaanaa,17
macaanaan,2
macaanaansho,1
macaanayn,4
macaanaysasho,1
macaanbaad,1
macaanee,13
macaaneed,1
macaaneey,39
macaaney,31
macaaneyd,3
macaaneyn,2
macaaneys,1
macaaneysad,1
macaaneysasho,3
macaaneysi,1
macaaneyso,2
macaani,1
macaanida,3
macaaniyo,13
macaanka,1
macaankaagan,1
macaankana,1
macaankeed,3
macaankeediyo,3
macaankiisana,1
macaanleh,1
macaanliyo,7
macaanna,1
macaanoo,14
macaanoow,3
macaanow,27
macaansad,1
macaansadeenee,1
macaansasho,3
macaansho,1
macaansi,1
macaanso,1
macaantey,1
macaantii,5
macaanyo,1
macaariif,1
macaash,2
macaashal,3
macaashee,1
macaashi,1
macaashka,3
macaawinad,1
macaawino,4
macad,1
macaddi,1
macagtow,1
macal,1
macalgad,5
macalgo,1
macalimiin,2
macalimiinta,4
macalin,79
macalinkeedeey,1
macalinkeediyo,7
macallimada,1
macallin,17
macallinka,7
macallinkiisaay,1
macallinku,1
macaluul,1
macaluulan,2
macaluuli,1
macaluulid,2
macaluulin,2
macaluulis,2
macaluulnaan,3
macaluulnaansho,1
macaluushan,1
macaluushanaan,1
macan,1
macana,1
macanahooda,1
macanba,5
macandi,1
macangag,5
macanow,5
macanyaanyahay,1
macasalaamee,1
macasalaameyn,2
macasalaameys,1
macasha,3
macatab,2
macawis,3
macawistaan,1
macaydee,1
macaydeey,1
macayn,3
macays,1
macaysad,1
macaysasho,1
macaysee,1
macayshad,3
macayso,1
macbiil,1
macbil,4
macbilad,1
macbilasho,1
macbilo,1
macbuudka,1
macdan,46
macdaneed,1
macdanka,2
macdanta,17
macdantan,1
macdanteeda,1
macdantu,1
macday,1
macduur,1
macee,6
maceeshad,1
machad,2
maci,1
maciin,3
maciindarro,1
maciinid,1
maciinlaaan,1
maciinlaawe,1
maciinsad,1
maciinsasho,1
maciinsi,1
maciinso,1
maciishad,1
maclaqad,1
macleeshee,1
maclinaan,1
macluul,3
macluumaad,4
macluumaadka,1
macluumay,1
macmacaan,10
macmal,1
macmiil,1
macna,4
macnaaa,1
macnagarasho,1
macnagaro,2
macnaha,7
macnahaan,1
macnahayga,1
macnaheedu,4
macnahiisu,1
macnahooda,5
macnayn,5
macnaynta,3
macnayntiise,1
macnays,1
macne,17
macnee,9
macneeya,1
macneeyee,1
macneeyn,1
macnihiisa,2
macno,18
macnuhu,1
macoonow,1
macooyo,2
macow,1
macquul,1
macriifad,1
macriifadaada,7
macriifo,2
macruuf,2
macsalaama,1
macsalama,1
macsarad,1
macsaro,1
macsi,3
macsida,2
macsilow,2
macsuum,1
mad,4
mada,3
madaa,1
madaadsha,3
madaafiic,5
madaahibta,1
madaal,6
madaale,1
madaalee,11
madaali,1
madaalin,1
madaalis,1
madaama,1
madaar,1
madaarada,4
madaarka,15
madaarrada,3
madaayee,1
madaayo,5
madadaali,17
madadaalo,1
madadaashadaba,3
madaddaalad,1
madaddaalasho,1
madaddaali,2
madaddaalin,3
madaddaalis,1
madaddaalo,5
madag,5
madaga,3
madagtaa,1
madal,14
madalbaaji,1
madalbaajin,1
madalbaajis,1
madalhufi,1
madalhufin,1
madalhufis,1
madaloo,1
madalsad,1
madalsan,2
madalsanaan,3
madalsanaansho,2
madalsanow,3
madalsasho,3
madalsi,1
madalso,2
madan,3
madana,3
madane,1
madar,1
madarku,5
madashad,1
madashan,1
madashanaan,1
madashanaansho,1
madashanow,1
madasho,1
madaw,22
madawba,1
madawdahay,1
madawdee,3
madawga,1
madawgaaga,3
madawgii,1
madawliyo,1
madawnahee,3
madawyahay,1
madawyahey,3
madawyee,1
madax,174
madaxa,190
madaxaa,7
madaxaaga,1
madaxaanba,1
madaxadag,2
madaxadayg,1
madaxadaygid,1
madaxadhaxley,1
madaxadkaan,1
madaxadkaansho,1
madaxaraxley,1
madaxay,1
madaxayga,3
madaxaygii,3
madaxbanaan,2
madaxbanaanida,1
madaxbannaan,6
madaxbannaanaan,2
madaxbannaanaansho,1
madaxbannaani,5
madaxbuq,2
madaxbushi,2
madaxda,6
madaxdii,3
madaxdooda,1
madaxee,1
madaxeed,1
madaxeeda,3
madaxey,1
madaxfareed,1
madaxfurad,1
madaxfurasho,1
madaxfuro,1
madaxii,3
madaxiisa,5
madaxiisu,1
madaxiyo,1
madaxlaha,1
madaxnimo,6
madaxow,1
madaxsalaax,1
madaxshub,1
madaxti,1
madaxtinnimo,1
madaxtooyada,5
madaxtooyadda,3
madaxtus,2
madaxtusid,1
madaxu,1
madaxwareer,5
madaxwaynaha,3
madaxweynaha,13
madaxweyne,12
madaxxanuun,4
maday,22
madbacad,2
madbacada,4
madbaco,1
maddaad,1
maddaadee,1
maddaale,2
maddadaalo,7
maddadaladeeda,1
maddane,2
maddarab,1
maddaraq,1
maddiiddee,1
maddiiddeysan,1
maddiiddeysnaan,1
maddiiddeysnaansho,1
maddiiddo,2
maddiil,1
maddooyamaddooyo,1
maddooyeysasho,1
maddooyeysi,1
maddooyeyso,1
maddooyo,1
madduul,1
made,1
madfac,2
madfaca,3
madfacu,1
madfacuna,1
madh,3
madha,3
madhaafaan,7
madhaanee,3
madhab,9
madhabkey,1
madhabood,3
madhabta,3
madhale,1
madhalennimo,2
madhaleys,3
madhaleysnimo,2
madhan,63
madhanbaa,3
madhane,2
madhani,1
madhantay,3
madhasho,1
madhataay,1
madhatay,3
madhee,1
madheedh,37
madheedhaale,1
madheedhaaliyo,1
madheedhka,3
madheedhkaay,1
madheedhkee,1
madheedhkii,3
madheedhkiyo,1
madheedhkoo,3
madheedhoo,5
madheera,1
madhi,1
madhicin,1
madhiga,1
madhin,1
madhinte,2
madhisoo,1
madhiyeen,3
madhnayd,5
madhoodhee,1
madhowraan,1
madhuunyadoo,1
madhxin,1
madhxinta,3
madhxiye,2
madi,22
madid,1
madidii,1
madigee,5
madigii,1
madiid,2
madiidid,1
madiidimi,1
madiidimid,1
madiidimin,1
madiidimis,2
madiidin,3
madiidinnimo,1
madiidinsad,1
madiidinsasho,1
madiidinsi,1
madiidinso,1
madiidoo,1
madiina,6
madiinaad,1
madiino,5
madiix,2
madinine,1
madiyow,1
madkee,1
madkeyn,1
madkeys,1
madkeysan,1
madli,1
madluumi,1
madluumid,1
madluun,3
madluunsan,1
madluunsanaan,1
madluunsanaansho,1
madluuntoy,1
madmad,1
madmadow,10
madnaan,3
madnaansho,1
madooba,1
madoobaad,2
madoobaada,1
madoobaado,1
madoobaan,2
madoobaansho,1
madoobee,1
madoobeyn,3
madoobeysan,1
madoobeysnaan,1
madoobeysnaansho,1
madoobeyso,1
madoobihii,1
madoobow,1
madoonayee,1
madoorsoomaha,8
madoorsoomayaal,1
madoorsoome,23
madoow,23
madoowaa,3
madoowiyo,1
madoowoo,1
madow,163
madowdhalaal,2
madowga,7
madowgiyo,5
madowiyo,3
madowxigeen,1
madowyahay,1
madrasad,1
madraso,1
maduul,2
mae,2
mafafaay,1
mafekere,1
mafiicnee,1
mafiiq,2
mafiirsade,5
mafiyoobiyoo,1
mag,7
magaabsho,1
magaacaaga,3
magaad,1
magaadaba,3
magaag,2
magaagid,1
magaal,2
magaalaba,5
magaalada,28
magaaladda,2
magaaladii,1
magaalammadax,1
magaaldaba,5
magaale,3
magaalee,1
magaaleysad,1
magaaleysasho,1
magaaleysi,1
magaaleyso,1
magaaliyo,3
magaalo,24
magaaloo,3
magaalooyinka,5
magaalow,1
magaartiyo,3
magac,131
magaca,66
magacaa,1
magacaabaa,15
magacaaban,2
magacaabanaya,1
magacaabay,2
magacaabid,5
magacaabo,7
magacaas,1
magacaygu,1
magacdar,1
magacdarree,1
magacdarreyn,1
magacdarreys,1
magacdarri,1
magacdarro,1
magacdheer,1
magacdheeraan,2
magacdheeraansho,1
magacdheeri,1
magacdheerow,1
magace,3
magaceed,2
magaceeda,1
magaceedu,5
magaceen,7
magaceena,3
magaceenii,1
magaciis,2
magaciisa,11
magaciisaan,1
magaciisu,1
magaciyo,3
magacloo,1
magacood,5
magacow,2
magacsiin,1
magacu,1
magacuba,3
magacuu,3
magacuyaal,75
magacuyaalka,20
magacuyaallada,19
magacuyaalladan,3
magacuyaallo,9
magacyada,60
magacyadan,3
magacyadooda,2
magacyadu,2
magacyo,17
magaggooye,1
magallooti,1
magan,29
magane,11
magangal,2
magangaliyoo,1
magangeli,1
magangelid,2
magangelin,1
magangelis,1
magangelyo,1
magangooye,2
magangooyo,1
magangoyn,1
magansadaa,3
magansaday,11
magansadey,1
magansado,1
magaran,5
magarata,1
magaratada,7
magaratadee,1
magaratadii,3
magay,1
magayaa,1
magayo,11
magcaabay,1
magdee,1
magdeyn,1
magdeys,1
magdeysad,1
magdeysan,1
magdeysasho,1
magdeysi,1
magdeysnaan,1
magdeysnaansho,1
magdeyso,1
magdhabad,1
magdhabasho,1
magdhabo,1
magdhaw,1
magdiyo,1
maggaabi,1
maggaabid,1
maggarafoon,1
maggaroofan,1
maggow,2
maggowsad,1
maggowsasho,2
maggowsi,1
maggowsii,1
maggowso,1
magguure,1
magi,5
magli,1
magma,3
magmaag,2
magmaagan,1
magmaagnaan,1
magmaagnaansho,1
magmaago,1
magmada,1
magmakee,1
magniisiyam,4
mago,1
magodoo,3
magol,11
magoodiyey,3
magoog,2
magoogaan,7
magoogid,1
magool,336
magoola,1
magoolaa,3
magoolajashii,1
magoolay,1
magoolayaal,1
magoolcaqligiyo,3
magoolee,1
magooleey,7
magooley,3
magooli,1
magoolid,2
magoolin,1
magooliyo,1
magoolkii,1
magoolkiyo,1
magoolmeeley,3
magooloo,9
magoool,3
magooshee,1
magooshiyo,7
magooshoo,1
magooshooy,1
magta,3
magudbe,1
magudbiye,3
maguuji,1
maguur,1
maguuraan,6
maguuraane,3
maguuraanka,1
maguurtada,1
maguurto,1
magwadaag,1
magwadaagid,1
maha,1
mahaadha,3
mahaayne,1
mahaaynee,7
mahabaynaa,1
mahaboo,1
mahabranayo,1
mahad,93
mahada,1
mahadaa,23
mahadaada,1
mahadceli,2
mahadcelin,2
mahadee,11
mahadhada,27
mahadhadan,3
mahadhadiisa,1
mahadhayo,1
mahadhayoilaa,1
mahadhee,1
mahadhiyo,1
mahadho,3
mahadhooyideedaan,1
mahadhooyin,3
mahadhsadee,5
mahadhsanayo,3
mahadi,4
mahadii,15
mahadin,1
mahadinaayaa,1
mahadis,1
mahadleh,3
mahadna,15
mahadnaq,2
mahadnaqa,1
mahadnaqay,1
mahadnaqid,2
mahadnaqoo,1
mahadniqid,2
mahadsan,4
mahadsanaan,1
mahadsanaansho,1
mahadsanay,11
mahadsaney,23
mahadsanid,6
mahagrado,1
mahagranayo,1
mahanba,3
mahar,1
mahari,1
maharin,1
maharsad,1
maharsan,1
maharsanaan,1
maharsanaansho,1
maharsasho,1
maharso,1
mahasho,1
mahayammoog,1
mahayammooge,1
mahayee,11
mahayne,1
mahayo,1
mahayoo,5
mahaysato,1
mahayseen,1
mahaystaan,1
mahaystee,3
mahdiyee,1
mahee,53
maheey,11
maherin,5
maheysee,1
maheystee,1
mahiib,2
mahiibi,1
mahiibid,1
mahiibin,1
mahiibsasho,1
mahiibsii,2
mahiibsiin,1
mahiibso,1
mahiigaan,40
mahiigaanka,3
mahiigaannimo,2
mahiiggaan,1
mahiiggaannimo,1
mahinqanayo,3
mahmaah,1
maho,1
mahuraan,13
mahuraanka,1
mahuraanki,1
mahuraanku,3
mahuuraana,1
mahuuraankii,1
mahwi,1
maii,1
majaajilada,1
majaajilee,1
majaajileyn,1
majaajillee,2
majaajilleyn,1
majaajillo,4
majaajilloo,2
majaajillood,2
majaajilo,1
majaajiloo,1
majaanbaa,1
majabbaxsad,1
majabbaxsasho,1
majabbaxsi,2
majabbaxso,1
majagoror,2
majagorori,1
majagororid,1
majagororsan,1
majagororsanaan,1
majagororsanaansho,1
majaha,1
majallad,1
majare,1
majarihiisa,1
majarrogo,1
majarroor,2
majarroori,1
majarroorid,1
majarroorsan,1
majarroorsanaan,1
majarroorsanaansho,1
majasaar,2
majasaarid,2
majasuux,2
majasuuxid,1
majasuuxin,1
majasuuxsan,1
majasuuxsanaansho,1
majaxaabi,1
majaxaabin,1
majaxaabis,1
majaxaabo,1
majeclayn,1
majeerad,1
majeerasho,1
majeero,1
majeertoo,1
majiiftee,1
majiir,2
majiirad,1
majiirasho,1
majiirid,1
majiiro,1
majiirsii,1
majiirtaa,3
majiirtaay,1
majimow,1
majin,5
majinbaa,3
majinow,2
majinta,3
majiraan,1
majiro,1
majlis,1
majnuun,1
majoogneene,1
majuuji,1
majuujin,3
majuujis,1
majuujiso,1
majuujo,1
majuusi,1
maka,48
makaa,105
makaab,6
makaaban,1
makaabi,1
makaabin,1
makaabis,1
makaabnaan,1
makaabnaansho,1
makaadiyo,1
makaal,3
makaan,24
makaanikaad,2
makaanikada,1
makaasaa,3
makaga,1
makal,1
makala,15
makalaalax,1
makalaalaxsan,1
makalaalaxsanaan,1
makalaalaxsanaansho,1
makalan,1
makalnaan,1
makalnaansho,1
makana,23
makaraan,1
makarayee,3
makas,1
makasto,1
make,5
makeekii,1
makeenteenee,5
makes,3
makhaane,1
makhaar,1
makhaasiin,1
makhaayaadle,1
makhaayad,8
makhaayo,1
makhabbiyad,1
makhabbiyo,1
makhadaa,1
makhluuqoo,1
makhnaatad,1
makhnaato,1
makhoor,3
makhoorid,3
makhrib,6
makhsin,1
makhuur,2
makhuuri,1
makhuurid,1
makhuurin,1
makhuursan,1
makhuursanaan,1
makhuursanaansho,1
maki,3
makiinad,12
makiinadaha,1
makiinadda,3
makiinadood,1
makiyo,3
mako,5
makoobane,1
maku,51
makugu,1
makula,3
makusii,7
makusoo,3
makuu,43
mal,12
mala,20
malaa,53
malaacayaasha,1
malaaigta,1
malaaiigta,1
malaakh,4
malaakhadi,1
malaaq,2
malaas,2
malaasan,4
malaasani,1
malaasay,1
malaaseyso,1
malaasid,1
malaaska,3
malaasnaan,2
malaasnaansho,1
malaasni,1
malaawaal,3
malaawaalid,5
malaawaalo,1
malaayiin,1
malab,61
malaba,1
malabka,32
malabkeed,1
malabkii,3
malabkiyo,1
malabku,1
malabkuye,3
malablagu,1
malableh,5
malabna,3
malaboo,3
malabsad,1
malabsasho,1
malabsay,15
malabsi,1
malabso,1
malabyadii,3
maladhaa,1
maladoo,11
malaf,1
malafsad,1
malafsasho,5
malafsi,1
malafso,2
malag,18
malagaa,3
malageeda,1
malagii,19
malagu,1
malagyadii,1
malah,1
malaha,99
malahaa,3
malahaygii,1
malahee,35
malaheyn,1
malahoo,3
malahuye,3
malamaleeyaa,1
malanda,3
malas,1
malasee,1
malasii,1
malaw,1
malawad,1
malawadka,1
malawdee,1
malax,23
malaxaysad,1
malaxaysan,1
malaxaysasho,2
malaxaysi,1
malaxaysnaan,1
malaxaysnaansho,1
malaxayso,1
malaxda,2
malaxdareer,1
malaxi,1
malaxumaan,1
malayga,2
malayn,16
malaynaayee,5
malaynee,3
malaynin,1
malaynine,3
malaysad,1
malaysan,1
malaysasho,3
malaysi,1
malaysku,3
malayso,2
malaysteen,3
malcabad,1
malcamad,1
malcaqad,1
malcuun,1
maldah,1
maldahaad,3
maldahan,5
maldahay,2
maldahayaa,7
maldahnaan,1
maldahnaansho,1
maldahnow,1
maldaho,1
maldheer,1
male,37
malee,12
maleeg,1
maleegaa,3
maleegan,1
maleeganee,1
maleegay,2
maleegayaa,1
maleegid,1
maleegmoo,1
maleegnaan,1
maleegnaansho,1
maleego,5
maleegtaa,3
maleegtana,1
maleegtoo,3
maleel,7
maleeqo,2
maleey,1
maleeya,5
maleeyaa,1
maleeyaayee,1
maleeyahay,5
maleeyana,1
maleeyee,17
maleeyeen,3
maleeyey,5
maleeyninee,5
maleeyo,3
maleeyska,1
maleh,84
males,1
maley,3
maleyn,5
maleynee,7
maleyninee,3
maleysanine,3
maleyseen,1
malgacad,2
malgid,1
malibu,1
malihi,7
malihid,1
malihide,3
malihiye,7
